46122,ZQ Future 10,Jan ZQ27,future,96.42500305,10
46122,ZQ Future 11,Feb ZQ27,future,96.43499756,11
46122,ZQ Future 12,Mar ZQ27,future,96.44499969,12
46122,ZQ Future 13,Apr ZQ27,future,96.45500183,13
46122,DE 10 Year Bund,DE10Y,yield,3.043,0
46122,UK 10 Year Gilt,UK10Y,yield,4.773,0
46122,Effective Rate,EFFR,rate,3.64,0
46129,ICE BofA Global Corporate,IG,spread,80,0
46129,High Quality,AA,spread,49,0
46129,Low Investment Grade,BBB,spread,101,0
46129,ICE BofA US High Yield,HY,spread,283,0
46129,Speculative,BB,spread,174,0
46129,Distressed,CCC,spread,912,0
46129,ZQ Future 1,Apr ZQ26,future,96.36000061,1
46129,ZQ Future 2,May ZQ26,future,96.36000061,2
46129,ZQ Future 3,Jun ZQ26,future,96.36499786,3
46129,ZQ Future 4,Jul ZQ26,future,96.37000275,4
46129,ZQ Future 5,Aug ZQ26,future,96.40000153,5
46129,ZQ Future 6,Sep ZQ26,future,96.41999817,6
46129,ZQ Future 7,Oct ZQ26,future,96.44499969,7
46129,ZQ Future 8,Nov ZQ26,future,96.47000122,8
46129,ZQ Future 9,Dec ZQ26,future,96.5,9
46129,ZQ Future 10,Jan ZQ27,future,96.51499939,10
46129,ZQ Future 11,Feb ZQ27,future,96.52999878,11
46129,ZQ Future 12,Mar ZQ27,future,96.54000092,12
46129,ZQ Future 13,Apr ZQ27,future,96.55000305,13
46129,DE 10 Year Bund,DE10Y,yield,2.96,0
46129,UK 10 Year Gilt,UK10Y,yield,4.668,0
46129,Effective Rate,EFFR,rate,3.64,0
46136,ICE BofA Global Corporate,IG,spread,81,0
46136,High Quality,AA,spread,50,0
46136,Low Investment Grade,BBB,spread,100,0
46136,ICE BofA US High Yield,HY,spread,286,0
46136,Speculative,BB,spread,175,0
46136,Distressed,CCC,spread,918,0
46136,ZQ Future 1,Apr ZQ26,future,96.35749817,1
46136,ZQ Future 2,May ZQ26,future,96.35500336,2
46136,ZQ Future 3,Jun ZQ26,future,96.36000061,3
46136,ZQ Future 4,Jul ZQ26,future,96.37000275,4
